"products_id","language_id","products_name","products_description","products_short_description","products_keywords","products_meta_title","products_meta_description","products_meta_keywords","products_url","products_viewed"
"1203","1","Баллон CO2 7 гр.",,,,,,,,"151"
"1204","1","Сошки Leapers для установки на Picatinny, 15-20см (UTG TL-BP78)",,,,,,,,"386"
"1205","1","Сошки Leapers для установки на антабку и Picatinny, 23-28см (UTG TL-BP69ST)",,,,,,,,"129"
"1206","1","Сошки Leapers нерегулируемые (UTG TL-BP70)",,,,,,,,"292"
"1772","1","Бинокль Veber 7x35",,,,,,,,"57"
"1207","1","Адаптер 4 для сошек на ствол Harris HA4",,,,,,,,"109"
"1208","1","Сошка складная алюминиевая (63611)",,,,,,,,"227"
"1209","1","Сошки Leapers для установки на ствол оружия, 23-28см (UTG TL-BP08S)",,,,,,,,"235"
"1210","1","Сошка крепление на Picatinny rail (605218)",,,,,,,,"109"
"1211","1","Сошки Leapers UTG для установки на оружие, на планку Picatinny, регулируемые 21-32 см (TL-BP88)",,,,,,,,"140"
"1212","1","Сошка для винтовок Diana 280 - 350, 430 и 460 Magnum",,,,,,,,"386"
"1213","1","Сошка для винтовок Diana 48, 52, 54 Airking, 56 TH.",,,,,,,,"190"
"1214","1","Сошки Leapers для установки на ствол оружия, 23-28 см (TL-BP08ST)",,,,,,,,"145"
"1215","1","Переходник для накачки винтовки Umarex Walther 1250 Dominator насосом Hatsan",,,,,,,,"94"
"1216","1","Насос Hill 3-го поколения  (без осушителя)","<h1>Качественные насосы высокого давления Нill</h1>
<p>Английская компания Нill по праву считается одним из лидеров на рынке пневматического оружия и его комплектующих. Как и прочая продукция британского производителя, насосы Нill мк3 v 2.0 и 3.0 являются добротными и качественными товарами, которые проверены временем и большим количеством пользователей. <br />Такой насос высокого давления можно смело брать с собой в лес, отправляясь на длительную прогулку с пневматический ружьем. В любой момент вы буквально за 2-3 минуты сможете восстановить боеспособность своего оружия, не прилагая для этого никаких особенных физических усилий.</p>
<h2>Технические характеристики насосов высокого давления Нill</h2>
<p>Максимальное давление, которое можно получить &ndash; 300 атмосфер. <br />Оконцовка шланга &ndash; стандартная резьба мама G1/8.<br />Осушитель &ndash; в зависимости от модели. <br />Масса &ndash; 4 кг. <br />Страна производства &ndash; Великобритания. <br />Комплектация &ndash; сам насос с ногами, шланг, рукояти, инструкция на английском языке, картонная коробка.</p>
<h2>Большой выбор насосов Нill, доступные цены</h2>
<p>В нашем магазине вы имеете возможность купить насос высокого давления Нill (Хилл) mk3 с осушителем по весьма доступным ценам. Стоимость насоса Нill mk 3 го поколения у нас является одной из самых низких в городе.<br />Разыскиваете какую-то другую модель? Загляните в наш каталог и там вы наверняка сможете ее найти.</p>","<address><span style=""font-style: normal;"">Максимальное давление: <strong>300 bar</strong><br />Производитель: <strong>Hill</strong><br />Страна производитель: <strong>Великобритания</strong></span></address>",,,,,,"1770"
"1217","1","Насос к винтовке Hatsan PCP","<h1>Насос высокого давления Нatsan</h1>
<p>Насос высокого давления к винтовке hatsan pcp &ndash; это своеобразная палочка-выручалочка в ситуациях, когда негде закачать резервуар вашего пневматического оружия. Также он будет весьма кстати каждому охотнику, который любит продолжительные прогулки по лесу с винтовкой. Насос высокого давления hatsan предоставляет вам полную автономность.<br />Сама модель весит достаточно немного и компактно складывается для переноски, не занимая много места в рюкзаке. Полное наполнение обычной винтовки hatsan at44 с насосом займет у вас не более 2-3 минут даже при неспешном режиме работы. И это не сложнее, чем накачать колесо велосипеда.</p>
<h2>Технические характеристики насоса для пневматики Хатсан</h2>
<p>Инструкция насоса Хатсан предоставляет следующую информацию. Максимальное давление, которого можно добиться при его помощи, 300 атмосфер (при 8-11, которые вы сможете получить при помощи обычного насоса). Шланг оканчивается стандартной резьбой мама G1/8"", рукоять имеет простой усилитель. Кроме того, насос укомплектован встроенным насосом. <br />Масса &ndash; 4 кг. <br />Винтовка hatsan 44 10 или bt65 rb с насосом прослужит вам дольше, а главное вы сможете больше не беспокоиться относительно необходимости носить с собой баллон высокого давления. Разборка и ремонт насоса Хатсан отнимает считаные минуты.</p>
<h2>Принцип действия насоса Хатсан (Турция)</h2>
<p>Система насоса весьма напоминает гидравлический подъемник кузова многотонных самосвалов. Она состоит из трех цилиндрических поршней с различным сечением (один большой, другой поменьше, третий маленький), которые вставлены один в другой. При подъеме ручки система выпрямляется, и поршни выдвигаются друг из друга, создавая вакуум, в который и поступает воздух извне. Опуская ручку, человек создает необходимое давление, которое увеличивается по мере прохождения воздухом большого, среднего и малого цилиндров-поршней. В конечном результате усилие в 80 кг позволяет получить давление в 300 атмосфер.</p>
<h2>Покупайте насосы Хатсан по низкой цене!</h2>
<p>Купить насос hatsan at44 10, насос hatsan bt65 rb w в нашем магазине вы можете по весьма привлекательной стоимости прямо сейчас. Наш интернет-магазин предлагает скидки постоянным клиентам и регулярно проводит различные акции, во время которых на насос вд hatsan цена может быть еще ниже! Не упустите свой шанс купить насос хатсан вд по цене производителя. Мы осуществляем доставку товаров в пределах города и предоставляем все необходимые гарантийные документы. <br />Обращайтесь прямо сейчас через онлайн-форму или по одному из указанных на сайте телефонов!</p>","<address><span style=""font-style: normal;"">Максимальное давление:<strong> 250 bar</strong></span></address><address><span style=""font-style: normal;"">Производитель: <span style=""font-weight: bold;"">Hatsan</span><br />Страна производитель: <strong>Турция</strong><br /><br /></span></address>",,,,,,"1498"
"1218","1","Насос PCP Walther Hand Pump (для 1250 Dominator)",,,,,,,,"189"
"1219","1","Заправочная станция с манометром",,,,,,,,"100"
"296","1","Пневматический пистолет UMAREX Walther PPKS Nickel","<h2><span style=""color: #ffffff;""><span style=""font-size: medium;"">Описание товара</span></span></h2>
<p><span style=""color: #ffffff;""><span style=""font-size: medium;"">Пистолет газобаллонный СО2 пневматический Walther PPK/S Nickel 5.8061 &ndash; это никелированный вариант модели Walther PPK/S. Изделие является гладкоствольным, материал ствола &ndash; латунь. Тип применяемых боеприпасов &ndash; сферические ВВ пули, заряжаемые в 15-ти зарядный магазин с подпружиненным подавателем. Ударно-спусковой механизм Walther PPK/S Nickel 5.8061 &ndash; однократного действия. Стрельба &ndash; только с предварительного взведения. Одного стандартного баллона СО2 хватает приблизительно на 80-100 выстрелов. Корпус изготовлен из никелированного силумина.</span></span></p>
<h2><span style=""color: #ffffff;""><span style=""font-size: medium;"">Характеристики пневматического пистолета UMAREX Walther PPKS Nickel 5.8061</span></span></h2>
<table border=""0"">
<tbody>
<tr>
<td><span style=""color: #ffffff;""><strong><span style=""font-size: medium;"">Калибр(мм):</span></strong></span></td>
<td><span style=""color: #ffffff;""><span style=""font-size: medium;"">4.5 (.177)</span></span></td>
</tr>
<tr>
<td><span style=""color: #ffffff;""><strong><span style=""font-size: medium;"">Вес (кг):</span></strong></span></td>
<td><span style=""color: #ffffff;""><span style=""font-size: medium;"">0.560</span></span></td>
</tr>
<tr>
<td><span style=""color: #ffffff;""><strong><span style=""font-size: medium;"">Страна производитель:</span></strong></span></td>
<td><span style=""color: #ffffff;""><span style=""font-size: medium;"">Германия</span></span></td>
</tr>
<tr>
<td><span style=""color: #ffffff;""><strong><span style=""font-size: medium;"">Материал ствола:</span></strong></span></td>
<td><span style=""color: #ffffff;""><span style=""font-size: medium;"">из легкого металлического сплава</span></span></td>
</tr>
<tr>
<td><span style=""color: #ffffff;""><strong><span style=""font-size: medium;"">Длина ствола (см):</span></strong></span></td>
<td><span style=""color: #ffffff;""><span style=""font-size: medium;"">0,0895</span></span></td>
</tr>
<tr>
<td><span style=""color: #ffffff;""><strong><span style=""font-size: medium;"">Объем обоймы:</span></strong></span></td>
<td><span style=""color: #ffffff;""><span style=""font-size: medium;"">15 шариков</span></span></td>
</tr>
<tr>
<td><span style=""color: #ffffff;""><strong><span style=""font-size: medium;"">Производитель:</span></strong></span></td>
<td><span style=""color: #ffffff;""><span style=""font-size: medium;"">UMAREX</span></span></td>
</tr>
<tr>
<td><span style=""color: #ffffff;""><strong><span style=""font-size: medium;"">Тип пуль:</span></strong></span></td>
<td><span style=""color: #ffffff;""><span style=""font-size: medium;"">шарики BB</span></span></td>
</tr>
</tbody>
</table>
<p><span style=""color: #ffffff;"">&nbsp;</span></p>","<p><span style=""color: #ffffff;""><span style=""font-size: medium;"">Калибр(мм): 4.5 (.177)<br />Вес (кг): 0.560<br />Страна производитель: Германия<br />Газовый баллончик(CO2): 12г<br />Материал ствола: из легкого металлического сплава<br />Длина ствола (см): 0,0895</span></span></p>","<a href='http://diada-arms.ru/article_info.php?articles_id=10'>качественная пневматика</a>, <a href='http://diada-arms.ru/article_info.php?articles_id=23'>манжеты для пневматики</a>, <a href='http://diada-arms.ru/product_info.php?products_id=102'>Пневматическая винтовка GAMO Viper Max: отзывы, видео, информация и характеристики</a>","Пневматический пистолет UMAREX Walther PPKS Nickel 5.8061 (Умарекс Вальтер ППКС Никел 5.8061), купить оружейную пневматику в интернет-магазине со склада, ружья, пистолеты, автоматы, винтовки по низким ценам, отзывы, видео и характеристики (например размер ствола), можно узнать из раздела информация","Купить оружейную пневматику в интернет-магазине со склада, Пневматический пистолет UMAREX Walther PPKS Nickel 5.8061 (Умарекс Вальтер ППКС Никел 5.8061), автоматы, ружья, винтовки, пистолеты по низким ценам, видео и отзывы, а также характеристики (например размер ствола), можно узнать из раздела информация","UMAREX Walther PPKS Nickel 5.8061",,"781"
"297","1","Пневматический пистолет UMAREX Walther СР 88","<h2><span style=""color: #ffffff;""><span style=""font-size: medium;"">Описание товара</span></span></h2>
<p><span style=""color: #ffffff;""><span style=""font-size: medium;"">Пневматический газобаллонный СО2 пистолет Walther CP 88 Nickel/Holz 416.00.04 &ndash; разновидность копии аналога боевого пистолета Walther CP 88. Ствол стальной нарезной калибра 4,5 мм, стрельба свинцовыми пулями типа &laquo;Диаболо&raquo; соответствующего калибра. Пули заряжаются в металлический 8-ми зарядный магазин револьверного типа. Надежность в эксплуатации достигается высоким качеством изготовления Walther CP 88 Nickel/Holz 416.00.04. Модель оснащена двусторонним предохранителем, имеет мягкий и ровный ход спускового крючка. Стрельба возможна как самовзводом, так и с предварительным взведением. Цвет модели Walther CP 88 Nickel/Holz 416.00.04 &ndash; белое никелирование, накладки на рукоятке изготовлены из ореха.</span></span></p>
<h2><span style=""color: #ffffff;""><span style=""font-size: medium;"">Характеристики пневматического пистолета UMAREX Walther СР 88 416.00.04</span></span></h2>
<table border=""0"">
<tbody>
<tr>
<td><span style=""color: #ffffff;""><strong><span style=""font-size: medium;"">Калибр(мм):</span></strong></span></td>
<td><span style=""color: #ffffff;""><span style=""font-size: medium;"">4.5</span></span></td>
</tr>
<tr>
<td><span style=""color: #ffffff;""><strong><span style=""font-size: medium;"">Длина (см):</span></strong></span></td>
<td><span style=""color: #ffffff;""><span style=""font-size: medium;"">0,18</span></span></td>
</tr>
<tr>
<td><span style=""color: #ffffff;""><strong><span style=""font-size: medium;"">Вес (кг):</span></strong></span></td>
<td><span style=""color: #ffffff;""><span style=""font-size: medium;"">1,040</span></span></td>
</tr>
<tr>
<td><span style=""color: #ffffff;""><strong><span style=""font-size: medium;"">Cкорость пули, м/с:</span></strong></span></td>
<td><span style=""color: #ffffff;""><span style=""font-size: medium;"">120 м/c</span></span></td>
</tr>
<tr>
<td><span style=""color: #ffffff;""><strong><span style=""font-size: medium;"">Страна производитель:</span></strong></span></td>
<td><span style=""color: #ffffff;""><span style=""font-size: medium;"">Германия</span></span></td>
</tr>
<tr>
<td><span style=""color: #ffffff;""><strong><span style=""font-size: medium;"">Материал рукояти:</span></strong></span></td>
<td><span style=""color: #ffffff;""><span style=""font-size: medium;"">деревянные накладки</span></span></td>
</tr>
<tr>
<td><span style=""color: #ffffff;""><strong><span style=""font-size: medium;"">Материал ствола:</span></strong></span></td>
<td><span style=""color: #ffffff;""><span style=""font-size: medium;"">Никелированный</span></span></td>
</tr>
<tr>
<td><span style=""color: #ffffff;""><strong><span style=""font-size: medium;"">Объем обоймы:</span></strong></span></td>
<td><span style=""color: #ffffff;""><span style=""font-size: medium;"">8 пуль</span></span></td>
</tr>
<tr>
<td><span style=""color: #ffffff;""><strong><span style=""font-size: medium;"">Производитель:</span></strong></span></td>
<td><span style=""color: #ffffff;""><span style=""font-size: medium;"">UMAREX</span></span></td>
</tr>
</tbody>
</table>
<p><span style=""color: #ffffff;"">&nbsp;</span></p>","<p><span style=""color: #ffffff;""><span style=""font-size: medium;"">Калибр(мм): 4.5<br />Длина (см): 0,18<br />Вес (кг): 1,040<br />Cкорость пули, м/с: 120 м/c<br />Страна производитель: Германия<br />Материал рукояти: деревянные накладки</span></span></p>","<a href='http://diada-arms.ru/article_info.php?articles_id=10'>как переделать пневматику в боевой</a>, <a href='http://diada-arms.ru/article_info.php?articles_id=23'>лицензионная пневматика</a>, <a href='http://diada-arms.ru/product_info.php?products_id=101'>Пневматическая винтовка GAMO Viper Desert: отзывы, видео, информация и характеристики</a>","Пневматический пистолет UMAREX Walther СР 88 416.00.04 (Умарекс Вальтер СП 88 416.00.04), купить оружейную пневматику в интернет-магазине со склада, ружья, пистолеты, автоматы, винтовки по низким ценам, отзывы, видео и характеристики (например размер ствола), можно узнать из раздела информация","Купить оружейную пневматику в интернет-магазине со склада, Пневматический пистолет UMAREX Walther СР 88 416.00.04 (Умарекс Вальтер СП 88 416.00.04), автоматы, ружья, винтовки, пистолеты по низким ценам, видео и отзывы, а также характеристики (например размер ствола), можно узнать из раздела информация","UMAREX Walther СР 88 416.00.04",,"551"
"298","1","Пневматический пистолет UMAREX Walther СР 88 Trophy","<h2><span style=""color: #ffffff;""><span style=""font-size: medium;"">Описание товара</span></span></h2>
<p><span style=""color: #ffffff;""><span style=""font-size: medium;"">Пистолет пневматический газобаллонный СО2 Walther СР 88 Trophy 416.00.22 поставляется производителем уже с установленным коллиматорным прицелом. По сути &ndash; это та же модель Walther СР 88 Competition с удлиненным стволом с такими же базовыми характеристиками и конструктивными особенностями. Главное отличие модели Walther СР 88 Trophy 416.00.22 от Walther СР 88 Competition &ndash; предустановленный коллиматорный прицел закрытого типа, благодаря которому скорость прицеливания возрастает примерно в 2-3 раза. Цвет изделия черный, материал накладок рукоятки &ndash; черный пластик. </span></span></p>
<h2><span style=""color: #ffffff;""><span style=""font-size: medium;"">Характеристики пневматического пистолета UMAREX Walther СР 88 Trophy 416.00.22</span></span></h2>
<table border=""0"">
<tbody>
<tr>
<td><span style=""color: #ffffff;""><strong><span style=""font-size: medium;"">Калибр(мм):</span></strong></span></td>
<td><span style=""color: #ffffff;""><span style=""font-size: medium;"">4.5</span></span></td>
</tr>
<tr>
<td><span style=""color: #ffffff;""><strong><span style=""font-size: medium;"">Длина (см):</span></strong></span></td>
<td><span style=""color: #ffffff;""><span style=""font-size: medium;"">0.23</span></span></td>
</tr>
<tr>
<td><span style=""color: #ffffff;""><strong><span style=""font-size: medium;"">Вес (кг):</span></strong></span></td>
<td><span style=""color: #ffffff;""><span style=""font-size: medium;"">1.150</span></span></td>
</tr>
<tr>
<td><span style=""color: #ffffff;""><strong><span style=""font-size: medium;"">Cкорость пули, м/с:</span></strong></span></td>
<td><span style=""color: #ffffff;""><span style=""font-size: medium;"">110 м/c</span></span></td>
</tr>
<tr>
<td><span style=""color: #ffffff;""><strong><span style=""font-size: medium;"">Прицельные приспособления:</span></strong></span></td>
<td><span style=""color: #ffffff;""><span style=""font-size: medium;"">коллиматор</span></span></td>
</tr>
<tr>
<td><span style=""color: #ffffff;""><strong><span style=""font-size: medium;"">Страна производитель:</span></strong></span></td>
<td><span style=""color: #ffffff;""><span style=""font-size: medium;"">Германия</span></span></td>
</tr>
<tr>
<td><span style=""color: #ffffff;""><strong><span style=""font-size: medium;"">Материал рукояти:</span></strong></span></td>
<td><span style=""color: #ffffff;""><span style=""font-size: medium;"">пластик</span></span></td>
</tr>
<tr>
<td><span style=""color: #ffffff;""><strong><span style=""font-size: medium;"">Объем обоймы:</span></strong></span></td>
<td><span style=""color: #ffffff;""><span style=""font-size: medium;"">8 пуль</span></span></td>
</tr>
<tr>
<td><span style=""color: #ffffff;""><strong><span style=""font-size: medium;"">Производитель:</span></strong></span></td>
<td><span style=""color: #ffffff;""><span style=""font-size: medium;"">UMAREX</span></span></td>
</tr>
</tbody>
</table>
<p><span style=""color: #ffffff;"">&nbsp;</span></p>","<p><span style=""color: #ffffff;""><span style=""font-size: medium;"">Калибр(мм): 4.5<br />Длина (см): 0.23<br />Вес (кг): 1.150<br />Cкорость пули, м/с: 110 м/c<br />Прицельные приспособления: коллиматор<br />Страна производитель: Германия</span></span></p>","<a href='http://diada-arms.ru/article_info.php?articles_id=11'>мишени для пневматики распечатать</a>, <a href='http://diada-arms.ru/article_info.php?articles_id=23'>купить оптический прицел для пневматики</a>, <a href='http://diada-arms.ru/product_info.php?products_id=100'>Пневматическая винтовка GAMO Shadow Sport: отзывы, видео, информация и характеристики</a>","Пневматический пистолет UMAREX Walther СР 88 Trophy 416.00.22 (Умарекс Вальтер СП 88 Трофи 416.00.22), купить оружейную пневматику в интернет-магазине со склада, ружья, пистолеты, автоматы, винтовки по низким ценам, отзывы, видео и характеристики (например размер ствола), можно узнать из раздела информация","Купить оружейную пневматику в интернет-магазине со склада, Пневматический пистолет UMAREX Walther СР 88 Trophy 416.00.22 (Умарекс Вальтер СП 88 Трофи 416.00.22), автоматы, ружья, винтовки, пистолеты по низким ценам, видео и отзывы, а также характеристики (например размер ствола), можно узнать из раздела информация","UMAREX Walther СР 88 Trophy 416.00.22",,"382"
"299","1","Пневматический пистолет GAMO P-23","<h1>Подробное описание пневматического пистолета Gamo P-23</h1>
<p>Огромной популярностью на рынке пневматического оружия пользуется испанский производитель Gamo. Сегодня мы бы хотели обратить ваше внимание на газобаллонный пневматический пистолет Gamo P-23, который идеально подходит как для развлекательной, так и спортивной стрельбы. Данное оружие имеет стандартные технические характеристики для пистолета калибра 4,5 мм. К такому пистолету подходят сферические ВВ пули и свинцовые типа &laquo;Диаболо&raquo;. Однако стоит отметить, что при использовании сферических пуль зарядка осуществляется в зарядный магазин (до десяти&nbsp; боеприпасов), а вот в случае со свинцовыми пулями &ndash; непосредственно в ствол (возможен только одиночный режим).</p>","<p>Калибр (мм): <strong>4,5 </strong><br />Скорость пули (м/с): <strong>125</strong><br />Вес (кг): <strong>0,45</strong><br />Зарядность: <strong>8 пуль</strong><br />Тип пистолета: <strong>CO2</strong><br /><strong></strong></p>",", <a href='http://diada-arms.ru/product_info.php?products_id=99'>Пневматическая винтовка Gamo Whisper X: отзывы, видео, информация и характеристики</a>","Пневматический пистолет GAMO P-23 (Гамо П-23), купить оружейную пневматику в интернет-магазине со склада, ружья, пистолеты, автоматы, винтовки по низким ценам, отзывы, видео и характеристики (например размер ствола), можно узнать из раздела информация","Купить оружейную пневматику в интернет-магазине со склада, Пневматический пистолет GAMO P-23 (Гамо П-23), автоматы, ружья, винтовки, пистолеты по низким ценам, видео и отзывы, а также характеристики (например размер ствола), можно узнать из раздела информация","пневматический пистолет GAMO P-23",,"1529"
"300","1","Пневматический пистолет GAMO P-23 Combat","<h2>Пистолет Gamo P-23</h2>
<p>Компания Gamo, которая производит свою продукцию в Испании, предлагает российским потребителям пневматические автоматы и пистолеты, к которым относится и модель Gamo P-23. Этот пневматический газобаллонный пистолет, обладающим небольшим весом и эргономичным дизайном, является одной и самых безопасных разновидностей такого оружия, что делает его популярным среди начинающих стрелков. Gamo P-23 дает возможность использовать при стрельбе разные виды пуль (свинцовые и сферические), что сказывается на дальности и мощности выстрелов.</p>","<p>Калибр (мм): <strong>4,5 </strong><br />Скорость пули (м/с): <strong>125</strong><br />Вес (кг): <strong>0,48</strong><br />Зарядность: <strong>12 пуль</strong><br />Тип пистолета: <strong>CO2</strong></p>","<a href='http://diada-arms.ru/article_info.php?articles_id=11'>разрешение на пневматику</a>, <a href='http://diada-arms.ru/article_info.php?articles_id=23'>как заряжать пневматику</a>, <a href='http://diada-arms.ru/product_info.php?products_id=98'>Пневматическая винтовка GAMO Viper Skeet: отзывы, видео, информация и характеристики</a>","Пневматический пистолет GAMO P-23 Combat (Гамо П-23 Комбат), купить оружейную пневматику в интернет-магазине со склада, ружья, пистолеты, автоматы, винтовки по низким ценам, отзывы, видео и характеристики (например размер ствола), можно узнать из раздела информация","Купить оружейную пневматику в интернет-магазине со склада, Пневматический пистолет GAMO P-23 Combat (Гамо П-23 Комбат), автоматы, ружья, винтовки, пистолеты по низким ценам, видео и отзывы, а также характеристики (например размер ствола), можно узнать из раздела информация","пневматический пистолет GAMO P-23 Combat",,"1124"
"301","1","Пневматический пистолет GAMO PT-80 Combo laser","<h2><span style=""color: #ffffff;""><span style=""font-size: medium;"">Описание товара</span></span></h2>
<p><span style=""color: #ffffff;""><span style=""font-size: medium;"">Пневматический газобаллонный полуавтоматический СО2 пистолет GAMO PT-80 Combo laser предназначен для стрельбы свинцовыми пулями калибра 4,5 мм типа &laquo;Диаболо&raquo; с развлекательной и спортивной целью. Изделие имеет стальной нарезной ствол калибра 4,5 мм. Барабан-клип &ndash; 8-ми зарядный, устанавливается в кожухе затвора. Пистолет GAMO PT-80 Combo laser оборудован предохранителем флажкового типа. Особенностью данной модели является предустановленный лазерный прицел, что существенно повышает точность при стрельбе. Материал накладок рукоятки &ndash; черный пластик.</span></span></p>","<p>Калибр (мм): <strong>4,5 </strong><br />Скорость пули (м/с): <strong>120</strong><br />Вес (кг): <strong>0,55</strong><br />Зарядность: <strong>8 пуль</strong><br />Тип пистолета: <strong>CO2</strong></p>
<p><span style=""color: #ffffff;""><span style=""font-size: medium;"">&nbsp;</span></span></p>","<a href='http://diada-arms.ru/article_info.php?articles_id=11'>стволы для пневматики</a>, <a href='http://diada-arms.ru/article_info.php?articles_id=23'>изготовление пуль для пневматики</a>, <a href='http://diada-arms.ru/product_info.php?products_id=97'>Пневматическая винтовка GAMO Maxima: отзывы, видео, информация и характеристики</a>","Пневматический пистолет GAMO PT-80 Combo laser (Гамо ПТ-80 Комбо Лазер), купить оружейную пневматику в интернет-магазине со склада, ружья, пистолеты, автоматы, винтовки по низким ценам, отзывы, видео и характеристики (например размер ствола), можно узнать из раздела информация","Купить оружейную пневматику в интернет-магазине со склада, Пневматический пистолет GAMO PT-80 Combo laser (Гамо ПТ-80 Комбо Лазер), автоматы, ружья, винтовки, пистолеты по низким ценам, видео и отзывы, а также характеристики (например размер ствола), можно узнать из раздела информация","пневматический пистолет GAMO PT-80 Combo laser",,"988"
"302","1","Пневматический пистолет GAMO PT-80","<h2>Пистолет Gamo PT-80</h2>
<p>Испанская фирма Gamo, хорошо известный на российском рынке поставщик качественного пневматического оружия, предлагает вниманию покупателей пневматический пистолет Gamo PT-80, который подходит для использования в спортивных целях или для развлечения. В основе действия этого оружия лежит давление в газовом баллоне, благодаря которому пули развивают начальную скорость от 120 метров в секунду. Пневматический пистолет Gamo PT-80 имеет удобный внешний вид, обладает небольшим весом (500 грамм) и оснащен предохранителем.</p>","<p>Калибр (мм): <strong>4,5 </strong><br />Скорость пули (м/с): <strong>120</strong><br />Вес (кг): <strong>0,5</strong><br />Зарядность: <strong>8 пуль</strong><br />Тип пистолета: <strong>CO2</strong></p>","<a href='http://diada-arms.ru/article_info.php?articles_id=11'>завод пневматика</a>, <a href='http://diada-arms.ru/article_info.php?articles_id=23'>запасные части для пневматики</a>, <a href='http://diada-arms.ru/product_info.php?products_id=96'>Пневматическая винтовка GAMO Shadow RSV: отзывы, видео, информация и характеристики</a>","Пневматический пистолет GAMO PT-80 (Гамо ПТ-800), купить оружейную пневматику в интернет-магазине со склада, ружья, пистолеты, автоматы, винтовки по низким ценам, отзывы, видео и характеристики (например размер ствола), можно узнать из раздела информация","Купить оружейную пневматику в интернет-магазине со склада, Пневматический пистолет GAMO PT-80 (Гамо ПТ-800), автоматы, ружья, винтовки, пистолеты по низким ценам, видео и отзывы, а также характеристики (например размер ствола), можно узнать из раздела информация","пневматический пистолет GAMO PT-80",,"775"
"303","1","Пневматический пистолет GAMO PT-90","<h2><span style=""color: #ffffff;""><span style=""font-size: medium;"">Описание товара</span></span></h2>
<p><span style=""color: #ffffff;""><span style=""font-size: medium;"">Пистолет газобаллонный СО2 пневматический GAMO PT-90 предназначен для спортивной и развлекательной стрельбы свинцовыми пулями калибра 4,5 мм типа &ldquo;Diabolo&rdquo; и имеет стальной нарезной ствол. 8-ми зарядный барабан клип устанавливается в откидывающуюся вверх ствольную коробку. Пневматический полуавтоматический пистолет GAMO PT-90 оснащен предохранителем флажкового типа. Стрельба производится как самовзводом, так и с предварительным взведением. Целик прицела регулируется. Материал рукоятки &ndash; специальный пластик. На изделии имеются направляющие для дополнительной установки лазерного прицела.</span></span></p>","<p>Калибр (мм): <strong>4,5 </strong><br />Скорость пули (м/с): <strong>120</strong><br />Вес (кг): <strong>0,61</strong><br />Зарядность: <strong>8 пуль</strong><br />Тип пистолета: <strong>CO2</strong></p>
<p><span style=""color: #ffffff;""><span style=""font-size: medium;"">&nbsp;</span></span></p>","<a href='http://diada-arms.ru/article_info.php?articles_id=17'>пневматика своими руками</a>, <a href='http://diada-arms.ru/article_info.php?articles_id=23'>зао пневматика</a>, <a href='http://diada-arms.ru/product_info.php?products_id=95'>Пневматическая винтовка GAMO CFX Royal: отзывы, видео, информация и характеристики</a>","Пневматический пистолет GAMO PT-90 (Гамо ПТ-90), купить оружейную пневматику в интернет-магазине со склада, ружья, пистолеты, автоматы, винтовки по низким ценам, отзывы, видео и характеристики (например размер ствола), можно узнать из раздела информация","Купить оружейную пневматику в интернет-магазине со склада, Пневматический пистолет GAMO PT-90 (Гамо ПТ-90), автоматы, ружья, винтовки, пистолеты по низким ценам, видео и отзывы, а также характеристики (например размер ствола), можно узнать из раздела информация","пневматический пистолет GAMO PT-90",,"1023"
"304","1","Пневматический пистолет GAMO PX-107","<h2>Пистолет Gamo PX-107</h2>
<p>Пневматика производства испанской компании Gamo давно стала популярной на российском рынке, и модель пистолета Gamo PX-107 не является исключением. Это оружие можно удобно использовать для развлечения или участия в спортивных соревнованиях как новичкам, так и опытным стрелкам. Модель располагает магазином, в котором может находиться до 15 пуль (сферических или из свинца), нарезным стволом, предохранителем и довольно высокой скорострельностью &ndash; начальная скорость полета пули из Gamo PX-107 может достигать 125 метров в секунду.</p>","<p>Калибр (мм): <strong>4,5 </strong><br />Скорость пули (м/с): <strong>125</strong><br />Вес (кг): <strong>0,4</strong><br />Зарядность: <strong>15 пуль</strong><br />Тип пистолета: <strong>CO2</strong></p>","<a href='http://diada-arms.ru/article_info.php?articles_id=17'>скачать мишени для пневматики</a>, <a href='http://diada-arms.ru/article_info.php?articles_id=23'>где пострелять из пневматики</a>, <a href='http://diada-arms.ru/product_info.php?products_id=94'>Пневматическая винтовка GAMO Hunter 1250: отзывы, видео, информация и характеристики</a>","Пневматический пистолет GAMO PX-107 (Гамо ПХ-107), купить оружейную пневматику в интернет-магазине со склада, ружья, пистолеты, автоматы, винтовки по низким ценам, отзывы, видео и характеристики (например размер ствола), можно узнать из раздела информация","Купить оружейную пневматику в интернет-магазине со склада, Пневматический пистолет GAMO PX-107 (Гамо ПХ-107), автоматы, ружья, винтовки, пистолеты по низким ценам, видео и отзывы, а также характеристики (например размер ствола), можно узнать из раздела информация","пневматический пистолет GAMO PX-107",,"798"
